,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
96925,0,1,0,0,4,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
96927,1,1,0,0,14,6,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
96928,0,1,0,0,2,1,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
96931,1,1,0,-9,14,6,Taliban,9,Afghanistan,1
96948,1,0,0,0,4,6,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,1
96968,0,1,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
96969,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
96970,0,1,0,0,14,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
96971,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
96972,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
96973,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
96978,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
96980,0,1,0,-9,14,2,Taliban,5,Afghanistan,1
96981,0,1,0,-9,8,3,Taliban,6,Afghanistan,1
96982,0,1,0,-9,1,3,Taliban,6,Afghanistan,1
96983,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
96984,0,1,0,1,2,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
96991,0,1,0,0,17,9,Al-Shabaab,13,Somalia,1
96999,0,1,0,1,2,1,Taliban,6,Afghanistan,0
97002,0,1,1,1,7,3,Taliban,6,Afghanistan,1
97021,0,1,0,0,3,3,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97023,0,1,0,1,1,3,Taliban,6,Afghanistan,1
97024,0,1,0,0,14,2,Abu Sayyaf Group (ASG),5,Philippines,1
97025,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
97028,1,1,0,-9,14,6,Taliban,9,Afghanistan,1
97029,0,1,0,1,14,9,Taliban,13,Afghanistan,1
97030,0,1,0,0,8,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97031,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97034,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
97053,0,1,0,1,8,7,Taliban,8,Afghanistan,1
97054,0,1,0,1,8,7,Taliban,8,Afghanistan,1
97055,0,1,1,0,2,3,Taliban,6,Afghanistan,1
97056,0,1,0,-9,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
97057,0,1,0,0,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
97061,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97062,0,1,0,0,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
97079,0,1,0,1,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
97082,0,1,0,1,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
97083,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,1
97086,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97087,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97088,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97089,0,1,0,-9,17,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97092,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
97093,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
97109,0,1,0,1,19,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97111,1,1,0,-9,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97112,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97113,0,1,0,-9,14,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97114,0,1,0,-9,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97115,0,1,0,-9,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
97117,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97135,0,1,0,0,4,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97140,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97141,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97150,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97151,0,1,0,1,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97152,0,1,0,1,14,1,Houthi extremists (Ansar Allah),6,Yemen,0
97160,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
97161,0,1,0,1,21,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97168,0,1,0,-9,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97169,1,1,0,0,1,6,Taliban,5,Afghanistan,1
97170,0,1,0,0,4,2,Houthi extremists (Ansar Allah),5,Yemen,0
97178,0,1,0,0,17,2,Al-Shabaab,5,Somalia,1
97183,0,1,0,1,2,1,Taliban,6,Afghanistan,0
97185,0,1,0,1,19,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97186,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97195,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97196,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97201,0,1,0,1,3,3,Al-Qaida in Iraq,6,Iraq,1
97202,0,1,0,1,3,3,Al-Qaida in Iraq,6,Iraq,1
97203,0,1,0,1,17,3,Al-Qaida in Iraq,6,Iraq,1
97204,0,1,0,1,17,3,Al-Qaida in Iraq,6,Iraq,1
97205,0,1,0,1,14,3,Al-Qaida in Iraq,6,Iraq,1
97214,1,1,0,1,3,6,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97215,1,1,0,0,14,6,Taliban,13,Afghanistan,1
97217,1,1,0,0,12,6,Taliban,13,Afghanistan,1
97223,0,1,0,0,1,3,Abu Sayyaf Group (ASG),6,Philippines,0
97224,0,1,0,0,14,2,Abu Sayyaf Group (ASG),9,Philippines,1
97227,1,1,0,-9,2,6,National Liberation Army of Colombia (ELN),13,Colombia,1
97229,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97230,0,1,0,1,2,1,Communist Party of India - Maoist (CPI-Maoist),6,India,0
97233,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97248,0,1,0,0,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97249,0,1,0,1,1,2,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97250,1,1,0,-9,12,6,National Liberation Army of Colombia (ELN),13,Colombia,1
97252,0,1,1,1,2,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97256,0,1,0,-9,19,2,Taliban,5,Afghanistan,1
97257,0,1,0,1,1,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
97258,0,1,0,1,16,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97260,0,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97261,0,1,0,0,14,2,Al-Shabaab,5,Somalia,1
97275,0,1,0,0,4,1,Al-Shabaab,5,Somalia,1
97283,0,1,0,1,2,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
97284,0,1,0,0,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
97285,0,1,0,1,14,3,Taliban,6,Afghanistan,1
97286,0,1,0,1,2,1,Taliban,6,Afghanistan,1
97289,1,1,0,0,14,1,Tehrik-i-Taliban Pakistan (TTP),9,Pakistan,1
97291,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
97299,1,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97300,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97312,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97313,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97314,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97315,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97316,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97317,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97318,0,1,0,1,2,9,Taliban,13,Afghanistan,1
97320,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97325,0,1,0,1,1,2,Taliban,5,Afghanistan,1
97327,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97328,0,1,0,1,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97329,0,1,0,1,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97330,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97346,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97347,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97348,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97349,0,1,0,1,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
97357,1,1,0,0,1,6,Abu Sayyaf Group (ASG),13,Philippines,1
97359,0,1,0,-9,2,2,Taliban,5,Afghanistan,1
97361,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97373,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97374,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97375,1,1,0,-9,3,2,Houthi extremists (Ansar Allah),5,Yemen,1
97389,0,1,1,1,17,3,Al-Qaida in Iraq,6,Iraq,1
97390,0,1,1,1,17,1,Al-Qaida in Iraq,6,Iraq,1
97403,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97404,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97405,0,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97406,0,1,0,-9,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97407,0,1,0,0,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97411,0,1,0,0,3,2,Taliban,9,Afghanistan,1
97412,1,1,0,0,14,6,Taliban,13,Afghanistan,1
97420,0,1,0,1,21,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97421,0,1,0,0,3,2,Al-Shabaab,5,Kenya,1
97439,0,1,0,0,3,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97440,0,1,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97443,1,1,0,0,1,6,Taliban,13,Afghanistan,1
97449,0,1,0,0,19,4,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97450,0,1,0,-9,8,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97451,1,1,0,-9,4,6,Taliban,5,Afghanistan,1
97457,0,1,0,0,1,7,New People's Army (NPA),5,Philippines,0
97458,0,1,0,0,1,2,New People's Army (NPA),5,Philippines,1
97459,0,1,0,0,2,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
97461,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
97472,1,1,0,-9,12,6,Taliban,13,Afghanistan,1
97473,0,1,0,0,3,2,Taliban,5,Afghanistan,1
97474,1,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97475,0,1,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97480,1,1,0,0,2,6,Taliban,13,Afghanistan,1
97483,0,1,1,1,2,1,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,0
97486,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
97489,0,1,0,1,7,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
97496,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97515,0,1,0,-9,3,3,Al-Qaida in Iraq,6,Iraq,1
97516,0,1,0,-9,13,3,Al-Qaida in Iraq,6,Iraq,1
97518,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97525,0,1,0,-9,14,6,Taliban,5,Afghanistan,1
97544,0,1,0,1,19,3,Taliban,6,Afghanistan,1
97545,0,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97547,0,1,0,1,14,3,Taliban,6,Afghanistan,1
97548,0,1,1,1,2,1,Taliban,6,Afghanistan,0
97554,0,1,0,0,19,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97569,0,1,1,0,6,3,Taliban,6,Afghanistan,1
97570,0,1,1,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
97571,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97573,0,1,0,-9,14,9,New People's Army (NPA),13,Philippines,1
97574,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97576,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97578,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97579,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97580,0,1,0,0,14,2,Taliban,5,Afghanistan,1
97584,0,1,0,0,14,3,Al-Shabaab,6,Somalia,1
97593,0,1,0,0,3,1,Kurdistan Workers' Party (PKK),13,Turkey,0
97597,0,1,0,1,3,3,Taliban,6,Afghanistan,1
97598,0,1,0,0,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97599,1,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97602,0,1,1,1,2,3,Abu Sayyaf Group (ASG),6,Philippines,1
97605,0,1,0,0,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97606,0,1,0,-9,12,2,Taliban,5,Afghanistan,1
97623,0,1,0,0,14,2,Taliban,9,Afghanistan,1
97624,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97625,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97627,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97628,0,1,0,-9,3,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
97638,0,1,0,1,3,7,Kurdistan Workers' Party (PKK),8,Turkey,1
97639,0,1,0,0,2,7,Kurdistan Workers' Party (PKK),8,Turkey,1
97640,0,1,0,0,2,7,Kurdistan Workers' Party (PKK),5,Turkey,1
97641,0,1,0,0,3,7,Kurdistan Workers' Party (PKK),5,Turkey,1
97656,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
97657,0,1,0,0,4,3,National Liberation Army of Colombia (ELN),6,Colombia,0
97658,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
97664,0,1,1,1,1,3,Taliban,6,Afghanistan,1
97665,0,1,0,1,21,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97681,0,1,1,-9,15,3,Taliban,6,Afghanistan,1
97682,0,1,0,1,15,3,Taliban,6,Afghanistan,1
97684,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
97687,0,1,0,-9,14,2,Taliban,5,Afghanistan,1
97688,0,1,0,1,10,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97689,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97690,1,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97696,0,1,0,0,2,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97697,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97699,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97700,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97710,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97711,0,1,0,-9,14,3,Taliban,6,Afghanistan,1
97726,0,1,0,0,14,8,Taliban,9,Afghanistan,1
97727,1,1,0,0,14,6,Taliban,13,Afghanistan,1
97728,1,1,0,0,2,6,Taliban,13,Afghanistan,1
97729,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97734,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97735,0,1,0,-9,2,2,Taliban,5,Afghanistan,1
97737,0,1,1,-9,14,3,Taliban,6,Afghanistan,1
97738,0,1,0,0,2,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97752,0,1,0,0,1,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97753,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
97765,0,1,0,-9,14,2,Taliban,5,Afghanistan,1
97766,0,1,0,1,3,3,Taliban,6,Afghanistan,1
97779,0,1,0,-9,1,9,Taliban,13,Afghanistan,1
97780,0,1,0,-9,1,9,Taliban,13,Afghanistan,1
97788,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97789,0,1,0,1,14,1,Taliban,6,Afghanistan,1
97790,0,1,0,-9,14,2,Taliban,5,Afghanistan,1
97791,1,1,0,0,2,6,Taliban,13,Afghanistan,1
97816,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97822,0,1,0,0,15,2,Kurdistan Workers' Party (PKK),5,Turkey,1
97823,0,1,0,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
97824,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97825,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97832,0,1,0,1,17,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97836,0,1,0,0,14,9,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,1
97837,0,1,1,0,2,2,Al-Shabaab,6,Somalia,1
97848,0,1,0,1,21,3,Kurdistan Workers' Party (PKK),6,Turkey,1
97856,1,1,0,0,14,6,Taliban,5,Afghanistan,1
97857,0,1,0,0,8,8,Taliban,2,Afghanistan,1
97894,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97896,0,1,0,0,2,9,Al-Shabaab,5,Somalia,0
97899,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97900,0,1,0,0,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97912,1,1,0,0,14,6,Tehrik-i-Taliban Pakistan (TTP),9,Pakistan,1
97915,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97918,0,1,0,0,10,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
97919,1,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97920,1,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
97921,0,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97922,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97931,0,1,0,0,2,3,Al-Shabaab,6,Somalia,1
97932,0,1,0,0,14,8,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97933,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97934,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97937,0,1,0,1,1,7,Taliban,5,Afghanistan,1
97946,1,1,0,-9,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
97950,0,1,0,1,2,3,Taliban,6,Afghanistan,1
97951,0,1,1,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97961,0,1,0,1,14,2,Communist Party of India - Maoist (CPI-Maoist),8,India,1
97962,1,1,0,0,17,6,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,1
97965,0,1,0,0,14,2,Taliban,5,Afghanistan,1
97968,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
97970,0,1,0,0,2,6,Taliban,13,Afghanistan,1
97971,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
97972,0,1,0,0,17,3,Taliban,6,Afghanistan,1
97984,0,1,1,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97985,0,1,1,1,15,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97986,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
97989,0,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
97990,0,1,0,-9,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
97999,0,1,0,0,8,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98003,0,1,0,1,14,6,Taliban,8,Afghanistan,1
98004,0,1,0,1,8,3,Taliban,6,Afghanistan,1
98012,0,1,0,0,14,3,Taliban,6,Afghanistan,1
98014,0,1,0,1,15,3,Taliban,6,Afghanistan,1
98017,0,1,0,-9,3,2,Boko Haram,5,Nigeria,1
98018,0,1,0,-9,2,1,Boko Haram,5,Nigeria,0
98019,0,1,0,-9,14,2,Boko Haram,5,Nigeria,0
98024,0,1,0,0,1,6,Taliban,13,Afghanistan,1
98026,0,1,1,1,3,3,Taliban,6,Afghanistan,1
98028,0,1,0,1,16,2,New People's Army (NPA),5,Philippines,1
98029,0,1,0,1,16,2,New People's Army (NPA),5,Philippines,1
98030,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98031,0,1,0,0,14,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98051,0,1,0,0,2,9,Taliban,13,Afghanistan,1
98055,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98056,0,1,0,1,8,7,Tehrik-i-Taliban Pakistan (TTP),8,Pakistan,1
98082,1,1,0,0,8,6,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98084,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98085,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98089,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98090,0,1,0,-9,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98111,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98112,0,1,0,0,17,2,Taliban,5,Afghanistan,1
98113,0,1,1,1,6,3,Al-Shabaab,6,Somalia,1
98118,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98119,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98120,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
98122,0,1,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98132,0,1,1,-9,1,3,Al-Qaida in Iraq,6,Iraq,0
98133,0,1,0,1,19,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98134,0,1,0,0,14,6,Taliban,5,Afghanistan,1
98136,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98137,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98138,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98139,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98147,0,1,0,1,21,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98152,0,1,0,1,16,7,New People's Army (NPA),5,Philippines,1
98153,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98154,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98155,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98157,0,1,0,0,3,2,Taliban,5,Afghanistan,1
98160,0,1,0,1,16,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98161,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98162,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98163,0,1,0,1,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98169,0,1,0,0,10,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98175,0,1,0,1,3,9,Taliban,13,Afghanistan,1
98176,0,1,0,1,2,2,Taliban,5,Afghanistan,1
98187,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
98188,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
98189,0,1,0,1,19,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98192,0,1,0,0,14,6,Taliban,13,Afghanistan,1
98196,0,1,0,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98198,0,1,0,0,14,6,Taliban,13,Afghanistan,1
98199,0,1,0,1,3,2,Taliban,5,Afghanistan,1
98200,0,1,0,0,14,3,Taliban,6,Afghanistan,1
98201,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98202,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98203,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98204,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98205,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98206,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98213,0,1,0,1,2,3,Al-Shabaab,6,Somalia,1
98214,0,1,0,1,6,2,Al-Shabaab,5,Somalia,1
98215,0,1,0,1,4,3,Al-Shabaab,5,Somalia,1
98216,0,1,0,1,19,3,Kurdistan Workers' Party (PKK),6,Turkey,1
98218,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain,1
98223,0,1,0,0,14,6,Taliban,13,Afghanistan,1
98224,0,1,0,0,2,6,Taliban,13,Afghanistan,1
98225,0,1,0,0,2,6,Taliban,13,Afghanistan,1
98226,0,1,0,1,2,1,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,0
98228,0,1,0,0,2,9,Taliban,13,Afghanistan,0
98229,0,1,0,0,2,6,Taliban,13,Afghanistan,1
98230,0,1,0,0,2,2,Taliban,5,Afghanistan,1
98231,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98232,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98233,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98234,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98235,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98236,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98237,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98239,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98240,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98241,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98242,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98243,0,1,0,0,2,3,Taliban,6,Afghanistan,1
