,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt
122074,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122075,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122076,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122077,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122078,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122079,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122080,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122081,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122082,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122083,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122084,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122085,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122086,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122087,0,1,0,-9,20,3,National Liberation Army of Colombia (ELN),6,Colombia
122106,0,0,0,0,4,3,Taliban,6,Afghanistan
122110,0,1,0,0,2,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122111,0,1,0,1,4,3,Taliban,6,Afghanistan
122126,0,1,0,-9,4,3,Al-Shabaab,6,Somalia
122127,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
122128,0,1,0,0,14,2,Al-Shabaab,9,Somalia
122138,0,1,1,-9,17,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
122151,0,1,1,1,3,3,Taliban,6,Afghanistan
122155,0,1,0,0,3,2,Taliban,5,Afghanistan
122156,0,1,0,1,14,3,Taliban,6,Afghanistan
122157,0,1,0,0,14,6,Taliban,13,Afghanistan
122193,1,1,0,0,12,6,Islamic State of Iraq and the Levant (ISIL),5,Syria
122198,0,1,0,0,14,3,Boko Haram,6,Nigeria
122199,0,1,0,0,14,9,Boko Haram,13,Nigeria
122200,0,1,0,0,14,9,Boko Haram,13,Nigeria
122202,0,1,0,1,3,3,Taliban,6,Afghanistan
122203,0,1,0,1,3,9,Taliban,13,Afghanistan
122204,0,1,0,1,3,9,Taliban,13,Afghanistan
122207,0,0,0,0,4,3,Taliban,6,Afghanistan
122208,0,1,0,0,14,3,Taliban,6,Afghanistan
122210,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
122211,0,1,0,0,14,3,Taliban,6,Afghanistan
122212,0,0,0,1,4,3,Taliban,6,Afghanistan
122214,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
122239,0,1,0,1,1,7,New People's Army (NPA),9,Philippines
122251,0,1,0,1,14,3,Taliban,6,Afghanistan
122252,0,1,0,1,19,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
122255,1,1,0,0,14,6,Abu Sayyaf Group (ASG),5,Philippines
122262,0,0,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122265,0,1,0,1,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122278,0,1,0,-9,3,2,Taliban,6,Afghanistan
122279,1,1,0,0,3,6,Taliban,13,Afghanistan
122285,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
122301,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India
122302,0,1,0,1,2,3,Maoists,6,India
122308,0,1,0,0,21,6,National Liberation Army of Colombia (ELN),5,Colombia
122312,0,0,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122313,0,0,0,0,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
122314,0,0,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
122315,0,0,0,0,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
122316,0,1,0,-9,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122318,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
122319,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
122320,0,1,0,0,1,2,Al-Shabaab,5,Kenya
122322,1,1,0,0,3,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
122327,0,1,0,-9,3,3,Al-Shabaab,6,Somalia
122329,0,1,1,1,4,3,Taliban,6,Afghanistan
122332,0,0,1,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
122344,1,1,0,0,3,6,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
122349,0,1,1,1,4,3,Al-Shabaab,6,Somalia
122350,0,1,0,0,2,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122357,0,0,0,0,4,3,Separatists,6,Thailand
122358,0,1,0,0,3,3,Separatists,6,Thailand
122364,1,1,0,-9,3,6,Taliban,5,Afghanistan
122367,0,1,0,-9,1,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
122368,0,1,0,-9,14,3,Taliban,6,Afghanistan
122387,0,1,0,1,1,7,Maoists,5,India
122389,0,1,0,1,14,2,Boko Haram,5,Nigeria
122394,0,0,1,0,4,3,Taliban,6,Afghanistan
122398,0,1,0,-9,3,2,Taliban,5,Afghanistan
122399,0,1,0,0,14,2,Taliban,5,Afghanistan
122404,0,0,0,1,4,3,New People's Army (NPA),6,Philippines
122405,0,0,0,1,4,3,New People's Army (NPA),6,Philippines
122408,0,1,1,1,3,5,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122412,0,1,0,1,3,3,Taliban,6,Afghanistan
122413,0,0,0,1,4,3,Taliban,6,Afghanistan
122414,0,0,0,1,4,3,Taliban,6,Afghanistan
122417,0,1,0,1,17,2,Boko Haram,6,Nigeria
122418,0,1,0,1,17,2,Boko Haram,6,Nigeria
122421,0,1,1,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122425,0,0,0,0,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
122427,0,0,0,0,4,2,Al-Shabaab,5,Somalia
122450,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
122452,0,1,0,1,14,2,Boko Haram,6,Nigeria
122457,1,1,0,0,1,6,Abu Sayyaf Group (ASG),5,Philippines
122462,0,1,0,1,1,6,New People's Army (NPA),5,Philippines
122464,0,1,0,1,3,2,Taliban,5,Afghanistan
122465,0,1,0,1,3,2,Taliban,5,Afghanistan
122468,0,1,0,-9,6,3,Al-Shabaab,6,Somalia
122489,0,1,0,0,2,6,Taliban,5,Afghanistan
122490,0,1,0,-9,3,2,Taliban,6,Afghanistan
122494,0,1,0,1,2,3,Taliban,6,Afghanistan
122513,0,1,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122517,0,1,0,-9,3,2,Taliban,5,Afghanistan
122519,0,0,0,-9,4,2,New People's Army (NPA),5,Philippines
122520,1,1,0,0,14,6,New People's Army (NPA),5,Philippines
122537,0,1,0,0,20,3,Taliban,6,Afghanistan
122538,0,1,0,1,4,2,Boko Haram,6,Nigeria
122539,0,1,0,1,3,2,Boko Haram,6,Nigeria
122540,0,1,0,1,3,2,Boko Haram,6,Nigeria
122541,0,1,0,1,3,2,Boko Haram,6,Nigeria
122542,0,1,0,1,3,2,Boko Haram,6,Nigeria
122543,0,1,0,1,1,2,Boko Haram,6,Nigeria
122544,0,1,0,0,2,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122549,0,0,0,0,4,2,Taliban,5,Afghanistan
122553,0,1,0,0,2,1,Maoists,5,India
122568,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
122596,1,1,0,0,14,6,Maoists,13,India
122603,0,1,0,0,3,2,Boko Haram,5,Nigeria
122613,0,1,0,-9,4,3,Al-Shabaab,6,Somalia
122627,1,1,0,1,12,6,Taliban,5,Afghanistan
122629,0,1,0,-9,2,3,Taliban,6,Afghanistan
122648,0,1,0,1,3,2,Taliban,5,Afghanistan
122651,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
122652,0,1,0,1,4,2,Boko Haram,6,Nigeria
122653,1,1,0,0,14,6,Al-Shabaab,13,Somalia
122679,0,1,0,1,14,3,Taliban,6,Afghanistan
122681,0,1,0,0,14,3,Maoists,6,India
122682,0,0,0,0,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
122687,0,1,0,1,4,3,Taliban,6,Afghanistan
122692,0,1,0,1,2,7,Taliban,5,Afghanistan
122715,0,1,0,-9,2,2,New People's Army (NPA),5,Philippines
122736,0,1,0,0,14,3,Muslim extremists,6,Yemen
122743,0,1,0,-9,3,2,Taliban,5,Afghanistan
122746,0,1,0,0,4,2,Kurdistan Workers' Party (PKK),9,Turkey
122772,1,0,0,1,4,3,Taliban,6,Afghanistan
122788,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
122796,0,1,0,0,4,9,Al-Shabaab,13,Somalia
122830,0,1,0,1,1,7,New People's Army (NPA),8,Philippines
122835,0,1,0,1,15,3,Houthi extremists (Ansar Allah),6,Yemen
122837,0,1,0,1,2,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
122846,0,1,0,0,3,2,Taliban,5,Afghanistan
122851,0,1,0,0,6,3,Muslim extremists,6,Mali
122855,0,1,0,1,3,2,Taliban,5,Afghanistan
122856,0,1,0,1,3,9,Taliban,13,Afghanistan
122866,0,1,1,0,2,3,Taliban,6,Afghanistan
122867,0,1,0,0,1,3,Al-Shabaab,6,Somalia
122871,0,1,0,1,14,3,Taliban,6,Afghanistan
122876,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122877,0,1,1,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
122884,0,1,0,0,3,2,Maoists,5,India
122888,0,0,0,0,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122889,0,0,0,0,4,2,Houthi extremists (Ansar Allah),5,Yemen
122890,0,1,0,1,4,2,Taliban,5,Afghanistan
122896,0,1,0,0,2,1,Al-Shabaab,6,Somalia
122901,0,1,0,1,1,2,Boko Haram,5,Nigeria
122928,0,0,1,0,4,3,Taliban,6,Afghanistan
122931,0,1,0,1,1,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
122937,0,1,0,1,14,2,Boko Haram,5,Nigeria
122938,0,1,0,1,19,9,Boko Haram,13,Nigeria
122941,0,0,0,-9,4,3,New People's Army (NPA),6,Philippines
122958,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India
122961,0,1,0,0,2,2,Separatists,5,Thailand
122963,0,0,0,0,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
122988,0,0,0,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
122996,0,1,0,0,3,3,Taliban,6,Afghanistan
123015,0,1,0,-9,3,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123016,0,1,0,1,3,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
123017,0,0,0,1,4,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
123018,0,0,0,-9,4,1,Muslim extremists,13,Syria
123023,0,1,0,1,21,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
123025,0,1,0,0,14,3,Taliban,6,Afghanistan
123026,0,1,0,0,14,3,Taliban,6,Afghanistan
123027,0,1,0,0,2,2,Taliban,5,Afghanistan
123028,0,1,0,1,14,2,Taliban,5,Afghanistan
123042,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
123055,0,1,0,0,4,3,Maoists,6,India
123062,0,0,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
123067,1,1,0,0,1,6,Abu Sayyaf Group (ASG),5,Philippines
123068,0,1,1,0,3,3,Taliban,6,Afghanistan
123075,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123076,0,1,0,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123077,0,1,0,1,10,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123078,0,1,0,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123080,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
123091,0,1,0,-9,3,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123092,0,1,0,0,3,9,Taliban,13,Afghanistan
123123,0,1,0,0,22,9,Maoists,13,India
123128,1,1,0,0,1,6,New People's Army (NPA),13,Philippines
123130,0,1,0,1,2,3,Taliban,6,Afghanistan
123140,0,1,0,0,8,2,Al-Shabaab,5,Somalia
123143,0,1,0,0,20,3,Maoists,6,India
123144,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India
123151,0,1,1,0,2,3,Taliban,6,Afghanistan
123160,0,1,0,1,19,3,Taliban,6,Afghanistan
123164,0,1,0,1,1,3,Al-Shabaab,6,Somalia
123167,0,1,0,1,3,2,Al-Shabaab,5,Somalia
123168,0,1,0,-9,2,3,Al-Shabaab,6,Somalia
123176,0,1,0,-9,15,3,Houthi extremists (Ansar Allah),6,Yemen
123184,0,1,0,0,14,6,Maoists,5,India
123201,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),5,India
123202,1,1,0,0,2,6,Taliban,13,Afghanistan
123203,1,1,0,0,2,6,Taliban,5,Afghanistan
123205,0,1,0,1,14,2,Fulani extremists,5,Nigeria
123212,0,1,0,0,2,3,Maoists,6,India
123233,0,0,0,0,4,2,Taliban,5,Afghanistan
123234,0,0,0,0,4,2,Taliban,5,Afghanistan
123236,0,1,0,0,3,3,Maoists,6,India
123237,0,1,0,1,17,1,Maoists,5,India
123238,0,1,0,0,2,3,Maoists,6,India
123239,0,1,0,0,2,3,Maoists,6,India
123241,0,1,0,0,3,3,Maoists,6,India
123253,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123254,0,1,0,0,3,3,Taliban,6,Afghanistan
123261,0,1,0,0,20,3,Taliban,6,Afghanistan
123272,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
123276,0,1,0,0,3,3,Maoists,6,India
123277,0,1,0,0,3,2,Maoists,5,India
123278,0,1,0,0,20,3,Maoists,6,India
123279,0,1,0,0,2,3,Maoists,6,India
123281,0,1,1,0,2,3,Al-Shabaab,6,Somalia
123285,0,1,0,0,3,2,Taliban,5,Afghanistan
123290,0,0,0,0,4,3,New People's Army (NPA),6,Philippines
123291,0,0,0,0,4,3,New People's Army (NPA),6,Philippines
123304,0,1,0,0,2,3,Maoists,6,India
123305,0,1,0,1,2,9,Maoists,13,India
123306,0,1,0,0,2,3,Maoists,6,India
123307,0,1,0,0,2,3,Maoists,6,India
123308,0,1,0,1,2,9,Maoists,13,India
123309,0,1,0,-9,3,2,Maoists,5,India
123315,0,0,0,0,4,2,Separatists,5,Thailand
123319,0,0,0,1,4,3,Maoists,6,India
123325,0,1,0,0,3,2,Maoists,5,India
123326,0,0,0,-9,4,3,Maoists,6,India
123329,0,1,0,0,2,3,Maoists,6,India
123333,0,1,0,-9,3,9,Taliban,13,Afghanistan
123340,0,1,0,0,3,2,Separatists,5,Thailand
123354,1,1,0,1,14,2,Boko Haram,5,Nigeria
123355,1,1,0,1,14,2,Boko Haram,5,Nigeria
123356,1,1,0,1,14,2,Boko Haram,5,Nigeria
123357,1,1,0,1,14,2,Boko Haram,5,Nigeria
123358,1,1,0,1,14,2,Boko Haram,5,Nigeria
123359,1,1,0,1,14,2,Boko Haram,5,Nigeria
123364,0,1,0,1,14,3,Taliban,6,Afghanistan
123376,0,1,0,1,3,7,Taliban,8,Afghanistan
123377,0,1,0,1,3,7,Taliban,8,Afghanistan
123379,0,1,0,1,3,7,Taliban,8,Afghanistan
123380,0,1,0,1,3,7,Taliban,8,Afghanistan
123381,0,1,0,1,3,7,Taliban,8,Afghanistan
123382,0,1,0,1,3,7,Taliban,8,Afghanistan
123383,0,1,0,1,3,7,Taliban,8,Afghanistan
123384,0,1,0,1,3,7,Taliban,8,Afghanistan
123386,0,1,0,1,3,7,Taliban,8,Afghanistan
123387,0,1,0,1,3,7,Taliban,8,Afghanistan
123388,0,0,0,0,4,2,Maoists,5,India
123400,0,1,0,0,3,2,Taliban,5,Pakistan
123401,0,1,0,0,2,2,Muslim extremists,5,Libya
123402,0,0,0,0,4,3,Separatists,6,Thailand
123415,0,1,0,0,4,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
123428,0,1,0,1,14,3,Taliban,6,Afghanistan
123435,0,1,0,-9,8,3,Houthi extremists (Ansar Allah),6,Yemen
123436,0,0,0,-9,4,1,Al-Shabaab,5,Somalia
123437,0,1,0,1,3,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123438,0,1,0,1,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123448,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),6,Turkey
123454,0,1,0,-9,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
123459,0,1,1,1,14,3,Taliban,6,Afghanistan
123462,0,1,0,1,3,3,Taliban,6,Afghanistan
123463,0,0,0,1,4,2,Al-Shabaab,5,Somalia
123467,1,1,0,0,2,6,Abu Sayyaf Group (ASG),5,Philippines
123471,0,1,1,1,3,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
123474,0,1,0,0,3,6,Taliban,9,Afghanistan
123486,0,1,0,1,1,7,New People's Army (NPA),13,Philippines
123487,0,1,0,1,1,7,New People's Army (NPA),13,Philippines
123488,0,1,0,1,1,7,New People's Army (NPA),13,Philippines
123489,0,1,0,0,14,6,New People's Army (NPA),13,Philippines
123490,1,1,0,0,19,6,Boko Haram,13,Nigeria
123499,0,1,0,1,8,3,Taliban,6,Afghanistan
123536,0,0,0,1,4,3,Abu Sayyaf Group (ASG),6,Philippines
123549,0,1,0,1,8,3,Houthi extremists (Ansar Allah),6,Yemen
123555,0,1,0,0,14,3,Taliban,6,Afghanistan
123559,0,0,0,1,4,3,Al-Shabaab,6,Somalia
123568,0,1,0,1,3,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
123577,1,1,0,0,2,6,Abu Sayyaf Group (ASG),5,Philippines
123587,0,1,0,0,4,3,Maoists,6,India
123595,0,0,0,-9,4,2,New People's Army (NPA),5,Philippines
123596,0,1,0,-9,3,1,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123597,0,1,0,0,2,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123610,0,1,0,1,3,7,Maoists,5,India
123614,0,1,1,1,3,3,Al-Shabaab,6,Somalia
123618,0,1,0,1,3,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123623,0,1,0,-9,14,9,Al-Shabaab,13,Somalia
123628,0,1,0,0,14,2,Maoists,5,India
123632,0,1,0,1,1,7,New People's Army (NPA),5,Philippines
123639,0,1,0,0,20,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
123647,0,0,0,0,4,9,New People's Army (NPA),13,Philippines
123652,0,1,0,0,3,1,Taliban,5,Afghanistan
123679,0,1,0,1,3,2,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
123680,0,0,1,0,4,3,Taliban,6,Afghanistan
123681,0,1,1,0,3,1,Taliban,6,Afghanistan
123687,0,1,1,1,1,3,Taliban,6,Afghanistan
123689,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
123690,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
123691,0,1,1,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
123701,0,1,0,1,4,3,Taliban,6,Afghanistan
123719,0,1,0,1,14,2,Boko Haram,5,Nigeria
123731,0,1,0,1,2,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
123734,0,1,0,0,3,9,Taliban,13,Afghanistan
123738,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen
123741,0,1,0,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
123742,0,1,0,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
123747,0,1,0,0,3,9,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
123751,0,1,0,1,10,2,Taliban,5,Afghanistan
123770,0,0,0,-9,4,9,Taliban,13,Afghanistan
123775,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123776,0,1,0,-9,3,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
123782,0,1,0,0,2,1,Al-Shabaab,5,Somalia
123785,0,1,1,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123799,0,0,0,-9,4,2,New People's Army (NPA),5,Philippines
123804,0,0,0,1,4,2,Muslim extremists,5,Iraq
123810,0,1,1,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123813,0,1,0,0,4,3,Taliban,6,Afghanistan
123818,0,1,0,0,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
123821,0,1,0,-9,14,2,Boko Haram,5,Nigeria
123822,0,1,0,-9,14,2,Boko Haram,5,Nigeria
123837,0,0,0,0,4,2,New People's Army (NPA),5,Philippines
123845,0,1,0,0,14,6,New People's Army (NPA),5,Philippines
123847,0,1,0,1,4,2,Al-Shabaab,6,Somalia
123849,0,1,0,0,20,3,Maoists,6,India
123867,0,1,0,1,4,3,Al-Shabaab,6,Somalia
123868,0,1,0,1,4,3,Al-Shabaab,6,Somalia
123877,0,1,0,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123878,0,1,1,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
123894,0,1,0,1,8,3,Taliban,6,Afghanistan
123911,0,1,0,0,1,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
123921,0,0,0,1,4,3,Separatists,6,Thailand
123928,0,1,0,-9,14,3,Taliban,6,Afghanistan
123932,0,1,0,1,1,5,New People's Army (NPA),5,Philippines
123934,0,1,0,0,2,6,Taliban,5,Afghanistan
123935,0,1,0,-9,14,2,Fulani extremists,5,Nigeria
123936,0,1,0,-9,14,2,Fulani extremists,5,Nigeria
123937,0,1,0,-9,14,2,Fulani extremists,5,Nigeria
123938,0,1,0,-9,14,2,Fulani extremists,5,Nigeria
123941,0,1,0,0,3,2,Taliban,5,Afghanistan
123952,0,1,0,1,3,2,Maoists,6,India
123953,1,1,0,0,10,6,Islamic State of Iraq and the Levant (ISIL),13,Syria
123954,0,1,0,1,19,3,Taliban,6,Afghanistan
123955,0,0,0,-9,4,2,Shining Path (SL),5,Peru
123956,0,1,0,1,3,3,Maoists,6,India
123960,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123961,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
123968,0,1,0,-9,14,2,Boko Haram,5,Nigeria
123983,0,1,0,1,3,3,Separatists,6,Thailand
123986,0,1,0,-9,12,2,Taliban,5,Afghanistan
123989,0,1,0,1,19,3,Taliban,6,Afghanistan
123994,0,1,0,0,4,2,New People's Army (NPA),5,Philippines
124005,0,1,0,1,14,3,Taliban,6,Afghanistan
124006,0,1,0,0,14,3,Taliban,6,Afghanistan
124013,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
124015,0,1,0,-9,4,3,Al-Shabaab,6,Somalia
124041,0,1,0,1,14,2,Boko Haram,5,Nigeria
124050,0,1,0,-9,3,2,Taliban,5,Afghanistan
124059,1,1,0,0,4,6,Islamic State of Iraq and the Levant (ISIL),5,Iraq
124063,1,1,0,0,10,6,Islamic State of Iraq and the Levant (ISIL),9,Syria
124067,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
124084,0,1,1,0,4,3,Taliban,6,Afghanistan
124090,0,1,0,0,3,2,Maoists,5,India
124093,0,1,0,0,14,2,Houthi extremists (Ansar Allah),5,Yemen
124096,0,1,0,0,2,1,Al-Shabaab,5,Somalia
124108,0,1,0,1,14,2,Boko Haram,5,Nigeria
124115,1,1,0,1,3,6,Maoists,5,India
124117,0,0,0,1,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
124123,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
124124,0,0,0,1,4,9,Al-Shabaab,13,Somalia
124135,0,1,0,1,14,2,New People's Army (NPA),5,Philippines
124136,0,0,0,1,4,1,Muslim extremists,5,Yemen
124139,0,1,0,1,14,3,Taliban,6,Afghanistan
124151,0,1,0,1,9,9,Al-Shabaab,13,Somalia
124163,0,0,0,1,4,2,Boko Haram,5,Nigeria
124170,0,1,1,1,3,3,Taliban,6,Afghanistan
124178,0,0,0,0,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
124179,0,1,0,1,10,2,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
124186,0,0,0,1,4,2,Boko Haram,5,Nigeria
124187,0,1,0,1,1,2,Boko Haram,6,Nigeria
124188,0,1,0,1,1,7,Boko Haram,8,Nigeria
124189,0,1,0,1,3,3,Boko Haram,6,Nigeria
124190,0,0,0,1,4,2,Boko Haram,6,Nigeria
124191,0,1,0,1,6,2,Boko Haram,5,Nigeria
124197,0,0,0,1,4,2,Taliban,5,Afghanistan
124211,0,1,0,-9,2,2,Al-Shabaab,5,Somalia
124212,0,0,0,1,4,3,Al-Shabaab,6,Somalia
124213,0,1,0,1,4,3,Al-Shabaab,6,Somalia
124216,1,1,0,0,3,6,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
124218,0,0,0,0,4,2,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
124219,0,1,0,1,21,3,National Liberation Army of Colombia (ELN),6,Colombia
124221,0,1,0,1,3,3,Taliban,6,Afghanistan
124222,0,1,0,-9,14,3,Taliban,6,Afghanistan
124223,0,1,0,1,14,3,Taliban,6,Afghanistan
124226,0,1,0,1,3,3,Maoists,6,India
124260,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
124265,0,1,1,1,4,3,Taliban,6,Afghanistan
124268,0,1,1,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
124274,0,1,1,-9,1,5,Islamic State of Iraq and the Levant (ISIL),6,Iraq
124275,0,1,0,0,10,6,Islamic State of Iraq and the Levant (ISIL),5,Syria
124278,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India
124280,0,1,0,0,14,9,New People's Army (NPA),13,Philippines
124283,0,0,0,1,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
124286,0,1,0,1,14,3,Taliban,6,Afghanistan
124291,1,1,0,0,14,6,Maoists,13,India
124292,0,0,0,-9,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
124314,0,1,1,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
124318,0,1,1,1,4,3,Al-Shabaab,6,Somalia
124326,0,1,0,-9,3,2,Taliban,5,Afghanistan
124330,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
124336,0,0,0,0,4,2,Taliban,5,Afghanistan
124351,0,1,0,-9,3,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
124359,0,1,0,0,10,1,Communist Party of India - Maoist (CPI-Maoist),9,India
124360,0,1,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
124379,1,1,0,0,14,6,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
124381,0,1,0,-9,3,2,Taliban,5,Afghanistan
124382,0,1,0,1,2,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
124383,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen
